S.no,Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
5169,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,West Virginia,504,21.9
5170,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wisconsin,994,15.1
5171,2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Wyoming,76,14
5172,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alabama,"2,509",52.5
5173,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Alaska,332,54.1
5174,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arizona,"2,956",47.3
5175,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Arkansas,"1,477",50.6
5176,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California,"10,761",29.5
5177,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"2,172",46.3
5178,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"1,386",35.7
5179,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Delaware,352,39.6
5180,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,District of Columbia,160,27.2
5181,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Florida,"8,939",45.3
5182,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,"3,774",42
5183,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,406,28.2
5184,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,649,43.2
5185,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Illinois,"4,218",32.6
5186,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Indiana,"2,558",39.5
5187,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Iowa,"1,266",37.8
5188,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kansas,"1,174",40
5189,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Kentucky,"2,379",55.2
5190,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Louisiana,"2,409",54.9
5191,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maine,628,43.4
5192,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Maryland,"1,465",25.6
5193,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Massachusetts,"2,040",29
5194,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Michigan,"3,685",35.7
5195,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Minnesota,"2,010",36.2
5196,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Mississippi,"1,693",57.8
5197,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Missouri,"2,997",48.9
5198,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Montana,592,59.1
5199,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nebraska,714,37.1
5200,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Nevada,"1,134",44
5201,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Hampshire,488,35.4
5202,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Jersey,"2,436",26.7
5203,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New Mexico,"1,366",69.3
5204,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,New York,"5,042",24.8
5205,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Carolina,"4,313",46.4
5206,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,North Dakota,342,47.2
5207,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Ohio,"5,093",42.3
5208,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oklahoma,"2,119",57.2
5209,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Oregon,"1,674",41.7
5210,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Pennsylvania,"5,787",42.1
5211,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Rhode Island,480,40.6
5212,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Carolina,"2,285",50.4
5213,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,South Dakota,381,43.4
5214,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Tennessee,"3,250",51.5
5215,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Texas,"9,189",40.4
5216,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,United States,"121,902",39.3
5217,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Utah,881,37.8
5218,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Vermont,306,44.5
5219,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Virginia,"2,820",36.2
5220,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Washington,"2,727",40.8
5221,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,West Virginia,"1,253",65.5
5222,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wisconsin,"2,484",40.8
5223,2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Wyoming,351,64.3
5224,2008,All Causes,All causes,Alabama,"47,707",959.7
5225,2008,All Causes,All causes,Alaska,"3,494",761.3
5226,2008,All Causes,All causes,Arizona,"45,823",714.5
5227,2008,All Causes,All causes,Arkansas,"29,322",927.3
5228,2008,All Causes,All causes,California,"234,766",677.9
5229,2008,All Causes,All causes,Colorado,"31,274",715.8
5230,2008,All Causes,All causes,Connecticut,"28,794",671.9
5231,2008,All Causes,All causes,Delaware,"7,622",793.5
5232,2008,All Causes,All causes,District of Columbia,"5,140",897.6
5233,2008,All Causes,All causes,Florida,"170,703",718.1
5234,2008,All Causes,All causes,Georgia,"69,640",864.1
5235,2008,All Causes,All causes,Hawaii,"9,501",613.6
5236,2008,All Causes,All causes,Idaho,"10,962",736.8
5237,2008,All Causes,All causes,Illinois,"103,471",782
5238,2008,All Causes,All causes,Indiana,"56,752",843.8
5239,2008,All Causes,All causes,Iowa,"28,541",752.6
5240,2008,All Causes,All causes,Kansas,"24,975",794.3
5241,2008,All Causes,All causes,Kentucky,"41,329",926.7
5242,2008,All Causes,All causes,Louisiana,"41,220",946
5243,2008,All Causes,All causes,Maine,"12,541",759.4
5244,2008,All Causes,All causes,Maryland,"43,892",769.6
5245,2008,All Causes,All causes,Massachusetts,"53,518",706.1
5246,2008,All Causes,All causes,Michigan,"88,445",812
5247,2008,All Causes,All causes,Minnesota,"38,499",674
5248,2008,All Causes,All causes,Mississippi,"28,984",982.8
5249,2008,All Causes,All causes,Missouri,"56,578",861.3
5250,2008,All Causes,All causes,Montana,"8,913",788.7
5251,2008,All Causes,All causes,Nebraska,"15,461",751.3
5252,2008,All Causes,All causes,Nevada,"19,335",828.7
5253,2008,All Causes,All causes,New Hampshire,"10,268",715.3
5254,2008,All Causes,All causes,New Jersey,"70,026",718.3
5255,2008,All Causes,All causes,New Mexico,"16,005",788.6
5256,2008,All Causes,All causes,New York,"148,698",693.7
5257,2008,All Causes,All causes,North Carolina,"77,283",828.1
5258,2008,All Causes,All causes,North Dakota,"5,871",713.3
5259,2008,All Causes,All causes,Ohio,"109,767",844.3
5260,2008,All Causes,All causes,Oklahoma,"37,014",956.5
5261,2008,All Causes,All causes,Oregon,"31,967",753.2
5262,2008,All Causes,All causes,Pennsylvania,"127,462",799.1
5263,2008,All Causes,All causes,Rhode Island,"9,738",742.9
5264,2008,All Causes,All causes,South Carolina,"40,289",867
5265,2008,All Causes,All causes,South Dakota,"7,083",731.9
5266,2008,All Causes,All causes,Tennessee,"58,820",913.4
5267,2008,All Causes,All causes,Texas,"164,914",803.6
5268,2008,All Causes,All causes,United States,"2,471,984",774.9
5269,2008,All Causes,All causes,Utah,"14,040",703.8
5270,2008,All Causes,All causes,Vermont,"5,211",722.5
5271,2008,All Causes,All causes,Virginia,"59,100",776.7
5272,2008,All Causes,All causes,Washington,"48,627",734.3
5273,2008,All Causes,All causes,West Virginia,"21,557",964.3
5274,2008,All Causes,All causes,Wisconsin,"46,815",730.3
5275,2008,All Causes,All causes,Wyoming,"4,227",778.9
5276,2008,Alzheimer's disease (G30),Alzheimer's disease,Alabama,"1,518",32.1
5277,2008,Alzheimer's disease (G30),Alzheimer's disease,Alaska,80,27
5278,2008,Alzheimer's disease (G30),Alzheimer's disease,Arizona,"2,099",34
5279,2008,Alzheimer's disease (G30),Alzheimer's disease,Arkansas,893,28.4
5280,2008,Alzheimer's disease (G30),Alzheimer's disease,California,"10,098",29.5
5281,2008,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"1,353",33.4
5282,2008,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,839,17.8
5283,2008,Alzheimer's disease (G30),Alzheimer's disease,Delaware,204,21.7
5284,2008,Alzheimer's disease (G30),Alzheimer's disease,District of Columbia,132,22.5
5285,2008,Alzheimer's disease (G30),Alzheimer's disease,Florida,"4,743",18.6
5286,2008,Alzheimer's disease (G30),Alzheimer's disease,Georgia,"1,929",27.5
5287,2008,Alzheimer's disease (G30),Alzheimer's disease,Hawaii,218,13.3
5288,2008,Alzheimer's disease (G30),Alzheimer's disease,Idaho,393,27.2
5289,2008,Alzheimer's disease (G30),Alzheimer's disease,Illinois,"3,192",23.6
5290,2008,Alzheimer's disease (G30),Alzheimer's disease,Indiana,"1,971",29.3
5291,2008,Alzheimer's disease (G30),Alzheimer's disease,Iowa,"1,332",31.5
5292,2008,Alzheimer's disease (G30),Alzheimer's disease,Kansas,961,28.8
5293,2008,Alzheimer's disease (G30),Alzheimer's disease,Kentucky,"1,370",32.3
5294,2008,Alzheimer's disease (G30),Alzheimer's disease,Louisiana,"1,361",33.4
5295,2008,Alzheimer's disease (G30),Alzheimer's disease,Maine,450,26.3
5296,2008,Alzheimer's disease (G30),Alzheimer's disease,Maryland,"1,016",18.2
5297,2008,Alzheimer's disease (G30),Alzheimer's disease,Massachusetts,"1,832",22.5
5298,2008,Alzheimer's disease (G30),Alzheimer's disease,Michigan,"2,739",24.8
5299,2008,Alzheimer's disease (G30),Alzheimer's disease,Minnesota,"1,344",22.3
5300,2008,Alzheimer's disease (G30),Alzheimer's disease,Mississippi,916,32.9
5301,2008,Alzheimer's disease (G30),Alzheimer's disease,Missouri,"2,010",30
5302,2008,Alzheimer's disease (G30),Alzheimer's disease,Montana,294,25.4
5303,2008,Alzheimer's disease (G30),Alzheimer's disease,Nebraska,610,27.3
5304,2008,Alzheimer's disease (G30),Alzheimer's disease,Nevada,279,14.5
5305,2008,Alzheimer's disease (G30),Alzheimer's disease,New Hampshire,393,27.4
5306,2008,Alzheimer's disease (G30),Alzheimer's disease,New Jersey,"1,857",18.2
5307,2008,Alzheimer's disease (G30),Alzheimer's disease,New Mexico,366,19
5308,2008,Alzheimer's disease (G30),Alzheimer's disease,New York,"2,303",10.3
5309,2008,Alzheimer's disease (G30),Alzheimer's disease,North Carolina,"2,624",29.8
5310,2008,Alzheimer's disease (G30),Alzheimer's disease,North Dakota,312,33.1
5311,2008,Alzheimer's disease (G30),Alzheimer's disease,Ohio,"4,285",32
5312,2008,Alzheimer's disease (G30),Alzheimer's disease,Oklahoma,"1,061",28
5313,2008,Alzheimer's disease (G30),Alzheimer's disease,Oregon,"1,302",29.8
5314,2008,Alzheimer's disease (G30),Alzheimer's disease,Pennsylvania,"3,863",22.1
5315,2008,Alzheimer's disease (G30),Alzheimer's disease,Rhode Island,359,24.4
5316,2008,Alzheimer's disease (G30),Alzheimer's disease,South Carolina,"1,492",34.7
5317,2008,Alzheimer's disease (G30),Alzheimer's disease,South Dakota,402,37.4
5318,2008,Alzheimer's disease (G30),Alzheimer's disease,Tennessee,"2,423",39.9
5319,2008,Alzheimer's disease (G30),Alzheimer's disease,Texas,"5,280",28.6
5320,2008,Alzheimer's disease (G30),Alzheimer's disease,United States,"82,435",25.8
5321,2008,Alzheimer's disease (G30),Alzheimer's disease,Utah,409,22.5
5322,2008,Alzheimer's disease (G30),Alzheimer's disease,Vermont,218,29.8
5323,2008,Alzheimer's disease (G30),Alzheimer's disease,Virginia,"1,763",24.6
5324,2008,Alzheimer's disease (G30),Alzheimer's disease,Washington,"3,105",47.1
5325,2008,Alzheimer's disease (G30),Alzheimer's disease,West Virginia,662,29.7
5326,2008,Alzheimer's disease (G30),Alzheimer's disease,Wisconsin,"1,655",24.4
5327,2008,Alzheimer's disease (G30),Alzheimer's disease,Wyoming,125,24.3
5328,2008,Cerebrovascular diseases (I60-I69),Stroke,Alabama,"2,863",58.2
5329,2008,Cerebrovascular diseases (I60-I69),Stroke,Alaska,172,44.5
5330,2008,Cerebrovascular diseases (I60-I69),Stroke,Arizona,"2,147",33.9
5331,2008,Cerebrovascular diseases (I60-I69),Stroke,Arkansas,"1,722",54.4
5332,2008,Cerebrovascular diseases (I60-I69),Stroke,California,"14,048",41.2
5333,2008,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"1,565",37.4
5334,2008,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"1,433",32
5335,2008,Cerebrovascular diseases (I60-I69),Stroke,Delaware,365,37.9
5336,2008,Cerebrovascular diseases (I60-I69),Stroke,District of Columbia,222,38.5
5337,2008,Cerebrovascular diseases (I60-I69),Stroke,Florida,"8,589",34.8
5338,2008,Cerebrovascular diseases (I60-I69),Stroke,Georgia,"3,805",49.5
5339,2008,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,642,40.7
5340,2008,Cerebrovascular diseases (I60-I69),Stroke,Idaho,609,41.6
5341,2008,Cerebrovascular diseases (I60-I69),Stroke,Illinois,"5,788",43.4
5342,2008,Cerebrovascular diseases (I60-I69),Stroke,Indiana,"3,114",46.2
5343,2008,Cerebrovascular diseases (I60-I69),Stroke,Iowa,"1,732",43.6
5344,2008,Cerebrovascular diseases (I60-I69),Stroke,Kansas,"1,574",48.6
5345,2008,Cerebrovascular diseases (I60-I69),Stroke,Kentucky,"2,098",47.9
5346,2008,Cerebrovascular diseases (I60-I69),Stroke,Louisiana,"2,084",48.6
5347,2008,Cerebrovascular diseases (I60-I69),Stroke,Maine,671,40.4
5348,2008,Cerebrovascular diseases (I60-I69),Stroke,Maryland,"2,330",41.4
5349,2008,Cerebrovascular diseases (I60-I69),Stroke,Massachusetts,"2,747",35.1
5350,2008,Cerebrovascular diseases (I60-I69),Stroke,Michigan,"4,769",43.4
5351,2008,Cerebrovascular diseases (I60-I69),Stroke,Minnesota,"2,199",37.7
5352,2008,Cerebrovascular diseases (I60-I69),Stroke,Mississippi,"1,592",54.7
5353,2008,Cerebrovascular diseases (I60-I69),Stroke,Missouri,"3,261",49.2
5354,2008,Cerebrovascular diseases (I60-I69),Stroke,Montana,466,40.3
5355,2008,Cerebrovascular diseases (I60-I69),Stroke,Nebraska,863,41
5356,2008,Cerebrovascular diseases (I60-I69),Stroke,Nevada,906,40.8
5357,2008,Cerebrovascular diseases (I60-I69),Stroke,New Hampshire,484,33.9
5358,2008,Cerebrovascular diseases (I60-I69),Stroke,New Jersey,"3,264",33.1
5359,2008,Cerebrovascular diseases (I60-I69),Stroke,New Mexico,760,38.3
5360,2008,Cerebrovascular diseases (I60-I69),Stroke,New York,"6,123",28.2
5361,2008,Cerebrovascular diseases (I60-I69),Stroke,North Carolina,"4,637",50.8
5362,2008,Cerebrovascular diseases (I60-I69),Stroke,North Dakota,325,37.2
5363,2008,Cerebrovascular diseases (I60-I69),Stroke,Ohio,"5,951",45.2
5364,2008,Cerebrovascular diseases (I60-I69),Stroke,Oklahoma,"2,079",54
5365,2008,Cerebrovascular diseases (I60-I69),Stroke,Oregon,"1,899",44.1
5366,2008,Cerebrovascular diseases (I60-I69),Stroke,Pennsylvania,"6,942",41.9
5367,2008,Cerebrovascular diseases (I60-I69),Stroke,Rhode Island,462,34.1
5368,2008,Cerebrovascular diseases (I60-I69),Stroke,South Carolina,"2,394",52.6
5369,2008,Cerebrovascular diseases (I60-I69),Stroke,South Dakota,396,39.1
5370,2008,Cerebrovascular diseases (I60-I69),Stroke,Tennessee,"3,356",53.1
5371,2008,Cerebrovascular diseases (I60-I69),Stroke,Texas,"9,629",49.2
5372,2008,Cerebrovascular diseases (I60-I69),Stroke,United States,"134,148",42.1
5373,2008,Cerebrovascular diseases (I60-I69),Stroke,Utah,748,39.7
5374,2008,Cerebrovascular diseases (I60-I69),Stroke,Vermont,281,38.3
5375,2008,Cerebrovascular diseases (I60-I69),Stroke,Virginia,"3,301",44.5
5376,2008,Cerebrovascular diseases (I60-I69),Stroke,Washington,"2,773",42.3
5377,2008,Cerebrovascular diseases (I60-I69),Stroke,West Virginia,"1,096",48.3
5378,2008,Cerebrovascular diseases (I60-I69),Stroke,Wisconsin,"2,638",40.1
5379,2008,Cerebrovascular diseases (I60-I69),Stroke,Wyoming,234,44.4
5380,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alabama,"2,733",54.2
5381,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Alaska,181,44.6
5382,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Arizona,"2,939",45.5
5383,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Arkansas,"1,887",58.7
5384,2008,Chronic lower respiratory diseases (J40-J47),CLRD,California,"13,426",39.9
5385,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"2,188",52.5
5386,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"1,505",35.3
5387,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Delaware,472,48.9
5388,2008,Chronic lower respiratory diseases (J40-J47),CLRD,District of Columbia,139,25.2
5389,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Florida,"10,198",41.1
5390,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,"3,546",45.5
5391,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,293,19.2
5392,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Idaho,703,48.2
5393,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Illinois,"5,602",43.2
5394,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Indiana,"3,878",58.1
5395,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Iowa,"1,848",49.4
5396,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kansas,"1,626",52.8
5397,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Kentucky,"2,926",65.2
5398,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Louisiana,"1,896",44
5399,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maine,794,47.8
5400,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Maryland,"1,982",35.8
5401,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Massachusetts,"2,587",34.5
5402,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Michigan,"5,185",47.8
5403,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Minnesota,"2,096",37.8
5404,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Mississippi,"1,520",51.6
5405,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Missouri,"3,765",57.4
5406,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Montana,691,61
5407,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nebraska,"1,047",51.6
5408,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Nevada,"1,257",56.4
5409,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Hampshire,688,48.8
5410,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Jersey,"3,280",33.9
5411,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New Mexico,"1,001",49.7
5412,2008,Chronic lower respiratory diseases (J40-J47),CLRD,New York,"6,919",32.6
5413,2008,Chronic lower respiratory diseases (J40-J47),CLRD,North Carolina,"4,572",49.3
5414,2008,Chronic lower respiratory diseases (J40-J47),CLRD,North Dakota,355,43.4
5415,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Ohio,"6,928",53.3
5416,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oklahoma,"2,694",68.9
5417,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Oregon,"1,951",46.6
5418,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Pennsylvania,"6,767",42
5419,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Rhode Island,478,37.3
5420,2008,Chronic lower respiratory diseases (J40-J47),CLRD,South Carolina,"2,266",48.5
5421,2008,Chronic lower respiratory diseases (J40-J47),CLRD,South Dakota,491,50.7
5422,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Tennessee,"3,545",54.7
5423,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Texas,"8,874",45.1
5424,2008,Chronic lower respiratory diseases (J40-J47),CLRD,United States,"141,090",44.7
5425,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Utah,638,33.3
5426,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Vermont,341,47.6
5427,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Virginia,"3,023",40.6
5428,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Washington,"2,930",45.6
5429,2008,Chronic lower respiratory diseases (J40-J47),CLRD,West Virginia,"1,590",68.9
5430,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wisconsin,"2,538",39.9
5431,2008,Chronic lower respiratory diseases (J40-J47),CLRD,Wyoming,311,58.5
5432,2008,Diabetes mellitus (E10-E14),Diabetes,Alabama,"1,386",27.2
5433,2008,Diabetes mellitus (E10-E14),Diabetes,Alaska,93,22.3
5434,2008,Diabetes mellitus (E10-E14),Diabetes,Arizona,"1,173",18
5435,2008,Diabetes mellitus (E10-E14),Diabetes,Arkansas,901,28.1
5436,2008,Diabetes mellitus (E10-E14),Diabetes,California,"7,375",21.5
5437,2008,Diabetes mellitus (E10-E14),Diabetes,Colorado,767,17.6
5438,2008,Diabetes mellitus (E10-E14),Diabetes,Connecticut,624,14.7
5439,2008,Diabetes mellitus (E10-E14),Diabetes,Delaware,217,22.5
5440,2008,Diabetes mellitus (E10-E14),Diabetes,District of Columbia,156,27.5
5441,2008,Diabetes mellitus (E10-E14),Diabetes,Florida,"5,161",21.4
5442,2008,Diabetes mellitus (E10-E14),Diabetes,Georgia,"1,496",18
5443,2008,Diabetes mellitus (E10-E14),Diabetes,Hawaii,286,18.6
5444,2008,Diabetes mellitus (E10-E14),Diabetes,Idaho,356,23.9
5445,2008,Diabetes mellitus (E10-E14),Diabetes,Illinois,"2,846",21.6
5446,2008,Diabetes mellitus (E10-E14),Diabetes,Indiana,"1,683",24.9
5447,2008,Diabetes mellitus (E10-E14),Diabetes,Iowa,764,20.3
5448,2008,Diabetes mellitus (E10-E14),Diabetes,Kansas,706,22.7
5449,2008,Diabetes mellitus (E10-E14),Diabetes,Kentucky,"1,214",26.7
5450,2008,Diabetes mellitus (E10-E14),Diabetes,Louisiana,"1,332",30.3
5451,2008,Diabetes mellitus (E10-E14),Diabetes,Maine,344,20.8
5452,2008,Diabetes mellitus (E10-E14),Diabetes,Maryland,"1,239",21.6
5453,2008,Diabetes mellitus (E10-E14),Diabetes,Massachusetts,"1,079",14.5
5454,2008,Diabetes mellitus (E10-E14),Diabetes,Michigan,"2,752",25.2
5455,2008,Diabetes mellitus (E10-E14),Diabetes,Minnesota,"1,087",19.1
5456,2008,Diabetes mellitus (E10-E14),Diabetes,Mississippi,758,25.3
5457,2008,Diabetes mellitus (E10-E14),Diabetes,Missouri,"1,348",20.4
5458,2008,Diabetes mellitus (E10-E14),Diabetes,Montana,254,22.3
5459,2008,Diabetes mellitus (E10-E14),Diabetes,Nebraska,470,23.2
5460,2008,Diabetes mellitus (E10-E14),Diabetes,Nevada,373,15.6
5461,2008,Diabetes mellitus (E10-E14),Diabetes,New Hampshire,297,20.6
5462,2008,Diabetes mellitus (E10-E14),Diabetes,New Jersey,"2,242",23.1
5463,2008,Diabetes mellitus (E10-E14),Diabetes,New Mexico,582,28.3
5464,2008,Diabetes mellitus (E10-E14),Diabetes,New York,"3,605",16.9
5465,2008,Diabetes mellitus (E10-E14),Diabetes,North Carolina,"2,170",22.7
5466,2008,Diabetes mellitus (E10-E14),Diabetes,North Dakota,201,25
5467,2008,Diabetes mellitus (E10-E14),Diabetes,Ohio,"3,565",27.2
5468,2008,Diabetes mellitus (E10-E14),Diabetes,Oklahoma,"1,103",28.3
5469,2008,Diabetes mellitus (E10-E14),Diabetes,Oregon,"1,025",24
5470,2008,Diabetes mellitus (E10-E14),Diabetes,Pennsylvania,"3,313",20.8
5471,2008,Diabetes mellitus (E10-E14),Diabetes,Rhode Island,195,15.1
5472,2008,Diabetes mellitus (E10-E14),Diabetes,South Carolina,"1,133",23.9
5473,2008,Diabetes mellitus (E10-E14),Diabetes,South Dakota,216,22.3
5474,2008,Diabetes mellitus (E10-E14),Diabetes,Tennessee,"1,733",26.4
5475,2008,Diabetes mellitus (E10-E14),Diabetes,Texas,"5,155",24.9
5476,2008,Diabetes mellitus (E10-E14),Diabetes,United States,"70,553",22
5477,2008,Diabetes mellitus (E10-E14),Diabetes,Utah,468,23.7
5478,2008,Diabetes mellitus (E10-E14),Diabetes,Vermont,151,21.1
5479,2008,Diabetes mellitus (E10-E14),Diabetes,Virginia,"1,534",19.8
5480,2008,Diabetes mellitus (E10-E14),Diabetes,Washington,"1,590",24.1
5481,2008,Diabetes mellitus (E10-E14),Diabetes,West Virginia,753,32.7
5482,2008,Diabetes mellitus (E10-E14),Diabetes,Wisconsin,"1,152",18.2
5483,2008,Diabetes mellitus (E10-E14),Diabetes,Wyoming,130,24.1
5484,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alabama,"12,074",243.3
5485,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Alaska,634,150.1
5486,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arizona,"10,385",162.3
5487,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Arkansas,"7,516",236.1
5488,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,California,"60,709",176.2
5489,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"6,118",142.5
5490,2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"7,355",165.6
